id|platform_type|genres|controllers
R96PAF|Wii|action, platformer|wiimote, nunchuk, classiccontroller, gamecube
R97E9B|Wii|sports, football|wiimote, nunchuk
R9AE52|Wii|action|wiimote, nunchuk
R9BPMT|Wii|party|wiimote, nunchuk
R9CPMR|Wii|trivia, party|wiimote, nunchuk, balanceboard
R9DE78|Wii|action, adventure|wiimote, nunchuk
R9DP78|Wii|action, adventure, platformer|wiimote, nunchuk
R9EPNP|Wii|action, adventure, simulation|wiimote, nunchuk
R9FE36|Wii|racing|wiimote, nunchuk, classiccontroller, wheel
R9FJ36|Wii|racing|wiimote, nunchuk, classiccontroller, wheel
R9FP36|Wii|racing|wiimote, nunchuk, classiccontroller, wheel
R9GEWR|Wii|action, adventure|wiimote, nunchuk
R9GPWR|Wii|action, adventure|wiimote, nunchuk
R9HE78|Wii|trivia, puzzle|wiimote, nunchuk
R9IE01|Wii|action, strategy|wiimote, nunchuk
R9IJ01|Wii|strategy|wiimote, nunchuk
R9IK01|Wii|strategy|wiimote, nunchuk
R9IP01|Wii|strategy|wiimote, nunchuk
R9JE69|Wii|music, rhythm|wiimote, guitar, nunchuk, microphone, drums
R9JP69|Wii|music, rhythm|wiimote, guitar, nunchuk, microphone, drums
R9KE20|Wii|arcade, puzzle|wiimote, classiccontroller
R9LE41|Wii|party|wiimote, nunchuk, balanceboard
R9LP41|Wii|party|wiimote, nunchuk, balanceboard
R9ME5Z|Wii|sports|wiimote, nunchuk, balanceboard
R9MPFR|Wii|sports|wiimote, nunchuk, balanceboard
R9NPMR|Wii|trivia, party|wiimote, nunchuk
R9OE69|Wii|sports, golf|wiimote, nunchuk, motionplus
R9OK69|Wii|sports, golf|wiimote, nunchuk, motionplus
R9OP69|Wii|sports|wiimote, nunchuk, motionplus
R9QPNG|Wii|music, dance, rhythm|wiimote, nunchuk, gamecube, dancepad
R9RPNG|Wii|music, dance, rhythm|wiimote, nunchuk, gamecube, dancepad
R9SPPL|Wii|adventure, puzzle|wiimote, nunchuk
R9TE69|Wii|sports, golf|wiimote, nunchuk
R9TJ13|Wii|sports, golf|wiimote, nunchuk
R9TK69|Wii|sports, golf|wiimote, nunchuk
R9TP69|Wii|sports, golf|wiimote, nunchuk
R9UE52|Wii|simulation|wiimote, nunchuk
R9UPGY|Wii|party|wiimote, nunchuk
R9VE52|Wii|sports, simulation, hunting|wiimote, nunchuk, zapper
R9WPSP|Wii|sports, billiards|wiimote, nunchuk
R9XE52|Wii|arcade, puzzle|wiimote, nunchuk
R9XP52|Wii|arcade, party, compilation|wiimote, nunchuk
R9YES5|Wii|sports|wiimote, nunchuk, classiccontroller, balanceboard
R9ZE54|Wii|sports, simulation, baseball|wiimote, nunchuk
RAAE01|Wii|software|wiimote
RB2E6K|Wii|puzzle|wiimote
RB2J2K|Wii|puzzle|wiimote, nunchuk
RB2PGT|Wii|puzzle|wiimote, nunchuk
RB4E08|Wii|action, adventure, third-person shooter, survival horror|wiimote, nunchuk, classiccontroller, gamecube
RB4J08|Wii|action, shooter, survival horror|wiimote, nunchuk
RB4P08|Wii|action, shooter, third-person shooter, survival horror|wiimote, nunchuk, classiccontroller, gamecube
RB4X08|Wii|action, shooter, third-person shooter, survival horror|wiimote, nunchuk, classiccontroller, gamecube
RB5E41|Wii|action, shooter|wiimote, nunchuk, zapper
RB5P41|Wii|action, role-playing, shooter, first-person shooter, tactical rpg|wiimote, nunchuk, zapper
RB6J18|Wii|action|wiimote, nunchuk, gamecube
RB7E54|Wii|action, adventure|wiimote, nunchuk
RB7P54|Wii|action, adventure|wiimote, nunchuk
RB8E70|Wii|sports, baseball|wiimote, nunchuk
RB9D78|Wii|adventure, party|wiimote, nunchuk
RB9E78|Wii|adventure|wiimote, nunchuk
RB9P78|Wii|adventure, party|wiimote, nunchuk
RB9X78|Wii|adventure, party|wiimote, nunchuk
RB9Y78|Wii|adventure, party|wiimote, nunchuk
RBAE41|Wii|action, simulation, flight simulation|wiimote, nunchuk
RBAP41|Wii|action, simulation, flight simulation|wiimote, nunchuk
RBBE18|Wii|action|wiimote, nunchuk, gamecube
RBBJ18|Wii|action|wiimote, nunchuk, gamecube
RBBP99|Wii|action, party, puzzle|wiimote, nunchuk, gamecube
RBCP41|Wii|trivia|wiimote, nunchuk
RBEE52|Wii|action|wiimote, nunchuk
RBEP52|Wii|action, adventure|wiimote, nunchuk
RBEX52|Wii|action, adventure|wiimote, nunchuk
RBFE20|Wii|sports, table tennis|wiimote, nunchuk
RBFP7J|Wii|sports|wiimote, nunchuk
RBGE54|Wii|sports, baseball|wiimote, nunchuk
RBGP54|Wii|sports|wiimote, nunchuk
RBHE08|Wii|action, adventure, survival horror|wiimote, nunchuk, classiccontroller, gamecube
RBHJ08|Wii|action, adventure|wiimote, nunchuk, classiccontroller, gamecube
RBHP08|Wii|action, survival horror|wiimote, nunchuk, classiccontroller, gamecube
RBIEE9|Wii|adventure, simulation|wiimote, nunchuk, classiccontroller
RBIJ99|Wii|simulation, role-playing|wiimote, nunchuk
RBIP99|Wii|simulation, role-playing|wiimote, nunchuk, classiccontroller
RBKE69|Wii|action, party, puzzle|wiimote, nunchuk
RBKJ13|Wii|action, puzzle|wiimote, nunchuk
RBKK69|Wii|action, party, puzzle|wiimote, nunchuk
RBKP69|Wii|action, party, puzzle|wiimote, nunchuk
RBLE8P|Wii|fighting|wiimote, nunchuk
RBLJ8P|Wii|fighting|wiimote, nunchuk
RBLP8P|Wii|fighting|wiimote, nunchuk
RBME5G|Wii|action, puzzle|wiimote, nunchuk, classiccontroller, gamecube
RBMPGT|Wii|puzzle|wiimote, nunchuk, classiccontroller
RBNEG9|Wii|action, adventure|wiimote, nunchuk
RBNPG9|Wii|action, fighting, platformer, beat 'em up|wiimote, nunchuk
RBNXG9|Wii|action, fighting, platformer, beat 'em up|wiimote, nunchuk
RBOE69|Wii|music, dance, karaoke|wiimote, nunchuk, microphone
RBOP69|Wii|music, dance, karaoke|wiimote, nunchuk, microphone
RBPE4Z|Wii|sports, bowling|wiimote, nunchuk
RBPPGT|Wii|sports, bowling|wiimote, nunchuk
RBQENR|Wii|racing|wiimote, nunchuk
RBQPUG|Wii|racing|wiimote, nunchuk
RBRE5G|Wii|action, shooter|wiimote, nunchuk, classiccontroller
RBRP5G|Wii|action, shooter|wiimote, nunchuk, classiccontroller
RBRX5G|Wii|action, shooter|wiimote, nunchuk, classiccontroller
RBSJ08|Wii|fighting, beat 'em up|wiimote, nunchuk, classiccontroller
RBTE8P|Wii|sports, simulation, fishing|wiimote, nunchuk
RBTJ8P|Wii|simulation, fishing|wiimote, nunchuk
RBTP8P|Wii|sports|wiimote, nunchuk
RBUE08|Wii|action, shooter, rail shooter, survival horror|wiimote, nunchuk, zapper
RBUJ08|Wii|action, shooter, rail shooter, survival horror|wiimote, nunchuk, zapper
RBUK08|Wii|action, shooter, rail shooter, survival horror|wiimote, nunchuk, zapper
RBUP08|Wii|action, shooter, rail shooter, survival horror|wiimote, nunchuk, zapper
RBVE52|Wii|adventure|wiimote, nunchuk
RBVP52|Wii|party|wiimote, nunchuk
RBWE01|Wii|action, strategy|wiimote, nunchuk
RBWJ01|Wii|action, strategy, shooter, real-time strategy|wiimote, nunchuk
RBWP01|Wii|action, strategy, shooter, real-time strategy|wiimote, nunchuk
RBXJ8P|Wii|fighting|wiimote, nunchuk, classiccontroller, gamecube
RBYE78|Wii|action|wiimote, nunchuk
RBYJ78|Wii|action|wiimote, nunchuk
RBYP78|Wii|action|wiimote, nunchuk
RBZE5Z|Wii|action, racing|wiimote, nunchuk
RBZPUG|Wii|racing|wiimote, nunchuk
RBZXUG|Wii|racing|wiimote, nunchuk
RC2E78|Wii|racing|wiimote, nunchuk
RC2P78|Wii|racing|wiimote, nunchuk
RC2X78|Wii|racing|wiimote, nunchuk
RC2Y78|Wii|racing|wiimote, nunchuk
RC3E41|Wii|simulation, virtual pet|wiimote, nunchuk
RC3J41|Wii|party|wiimote, nunchuk
RC3P41|Wii|adventure|wiimote
RC3X41|Wii|adventure|wiimote
RC4JD9|Wii|action, adventure|wiimote, nunchuk
RC4SGT|Wii||wiimote, nunchuk
RC5JDQ|Wii||wiimote, nunchuk
RC7E20|Wii|adventure|wiimote, nunchuk
RC7P7J|Wii|adventure|wiimote, nunchuk
RC8E7D|Wii|adventure|wiimote, nunchuk
RC8P7D|Wii|action, adventure, platformer, 3d platformer|wiimote, nunchuk
RC8X7D|Wii|action, adventure, platformer|wiimote, nunchuk
RC9PGN|Wii|action, platformer|wiimote, nunchuk
RCAE78|Wii|racing|wiimote, nunchuk
RCAJ78|Wii|adventure|wiimote, nunchuk
RCAP78|Wii|racing|wiimote, nunchuk
RCAX78|Wii|racing|wiimote, nunchuk
RCAY78|Wii|racing|wiimote, nunchuk
RCBE52|Wii|action, adventure, simulation, hunting|wiimote, nunchuk
RCBP52|Wii|action, adventure|wiimote, nunchuk
RCCE5G|Wii|simulation, cooking|wiimote, nunchuk
RCCJC0|Wii||wiimote, nunchuk
RCCPGT|Wii|simulation, cooking|wiimote, nunchuk
RCDD52|Wii|action, shooter, first-person shooter|wiimote, nunchuk
RCDE52|Wii|action, shooter, first-person shooter|wiimote, nunchuk
RCDP52|Wii|action, shooter, first-person shooter|wiimote, nunchuk
RCDX52|Wii|action, shooter, first-person shooter|wiimote, nunchuk
RCEE5Z|Wii|racing|wiimote, nunchuk
RCEPUG|Wii|racing|wiimote, nunchuk
RCEXUG|Wii|racing, arcade|wiimote, nunchuk
RCFE41|Wii|action, educational|wiimote, nunchuk
RCFP41|Wii|educational|wiimote, nunchuk
RCGE54|Wii|action|wiimote, nunchuk
RCGP54|Wii|party|wiimote, nunchuk
RCHEAF|Wii|music, rhythm|wiimote, nunchuk
RCHJAF|Wii|music, rhythm|wiimote, nunchuk
RCHPGT|Wii|music, rhythm|wiimote, nunchuk
RCIE41|Wii|action, adventure|wiimote, nunchuk
RCIP41|Wii|adventure|wiimote, nunchuk
RCJE8P|Wii|action, first-person shooter|wiimote, nunchuk, wiispeak
RCJP8P|Wii|action, adventure, first-person shooter|wiimote, nunchuk, wiispeak
RCKPGN|Wii|trivia|wiimote, nunchuk
RCLE4Q|Wii|action, adventure|wiimote, nunchuk
RCLP4Q|Wii|action, shooter|wiimote, nunchuk
RCOJ99|Wii|adventure, point-and-click|wiimote, nunchuk
RCOK99|Wii|adventure, point-and-click|wiimote, nunchuk
RCOKZF|Wii||wiimote, nunchuk
RCOPNP|Wii|adventure|wiimote, nunchuk
RCPE18|Wii|action, puzzle|wiimote, nunchuk
RCPJ18|Wii|action|wiimote, nunchuk
RCPP18|Wii|action|wiimote, nunchuk
RCQEDA|Wii|racing, party|wiimote, nunchuk, wheel
RCQJDA|Wii|racing|wiimote, nunchuk
RCRE5D|Wii|racing|wiimote, nunchuk
RCRP5D|Wii|racing|wiimote, nunchuk
RCSE20|Wii|action|wiimote, nunchuk
RCSP7J|Wii|action, shooter|wiimote, nunchuk
RCTE5Z|Wii|action, shooter, arcade|wiimote, nunchuk
RCTPGT|Wii|action, shoot 'em up|wiimote, nunchuk
RCUE52|Wii|sports, simulation, hunting|wiimote, nunchuk
RCVE41|Wii|action, first-person shooter|wiimote, nunchuk
RCVP41|Wii|action, first-person shooter|wiimote, nunchuk
RCXE78|Wii|sports, adventure|wiimote, nunchuk, balanceboard
RCXP78|Wii|sports, music, rhythm|wiimote, nunchuk, balanceboard
RCXX78|Wii|sports, music, rhythm|wiimote, nunchuk, balanceboard
RCYPGN|Wii|trivia, party|wiimote, nunchuk
RD2E41|Wii|action, first-person shooter|wiimote, nunchuk, motionplus
RD2J41|Wii|action, first-person shooter|wiimote, nunchuk, motionplus
RD2K41|Wii|action, first-person shooter|wiimote, nunchuk, motionplus
RD2P41|Wii|action, first-person shooter|wiimote, nunchuk, motionplus
RD2X41|Wii|action, first-person shooter|wiimote, nunchuk, motionplus
RD4EA4|Wii|music, dance, party|dancepad, wiimote, nunchuk, classiccontroller, gamecube
RD4JA4|Wii|music, dance, party|dancepad, wiimote, nunchuk, classiccontroller, gamecube
RD4PA4|Wii|music, dance, rhythm|wiimote, nunchuk, classiccontroller, gamecube, dancepad
RD6EE9|Wii|simulation|wiimote, nunchuk
RD6J8N|Wii|action, adventure|wiimote, nunchuk
RD6PNP|Wii|adventure, simulation, virtual pet|wiimote, nunchuk
RD8E52|Wii|music, dance|wiimote, nunchuk
RD9J18|Wii|puzzle|wiimote, nunchuk
RDAE52|Wii|music, dance|wiimote, nunchuk
RDBE70|Wii|action, fighting, role-playing|wiimote, nunchuk, classiccontroller, gamecube
RDBJAF|Wii|fighting|wiimote, nunchuk, classiccontroller, gamecube
RDBPAF|Wii|fighting|wiimote, nunchuk, classiccontroller, gamecube
RDCE78|Wii|action, adventure|wiimote, nunchuk
RDCP78|Wii|action, adventure, fighting, beat 'em up|wiimote, nunchuk
RDDEA4|Wii|music, dance, party|dancepad, wiimote, nunchuk
RDDJA4|Wii|music, dance, party|wiimote, nunchuk, dancepad, gamecube
RDEJ0A|Wii|racing|wiimote, nunchuk
RDFE41|Wii|sports, snowboarding|wiimote, nunchuk, balanceboard
RDFP41|Wii|sports, snowboarding|wiimote, nunchuk, balanceboard
RDGEA4|Wii|action, fighting|wiimote, nunchuk, classiccontroller, gamecube, nintendods
RDGJA4|Wii|fighting, 3d fighting|wiimote, nunchuk, classiccontroller, gamecube
RDGPA4|Wii|fighting|wiimote, nunchuk, classiccontroller, gamecube, nintendods
RDHE78|Wii|action, shooter|wiimote, nunchuk
RDHP78|Wii|action|wiimote, nunchuk
RDIE41|Wii|action, adventure|wiimote, nunchuk
RDIJG2|Wii|action, adventure|wiimote, nunchuk
RDIP41|Wii|action, adventure|wiimote, nunchuk
RDJE4F|Wii|action|wiimote, nunchuk
RDJP4F|Wii|action, platformer|wiimote, nunchuk
RDKE01|Wii|racing|wiimote, nunchuk
RDKJ01|Wii|racing|wiimote, nunchuk
RDKP01|Wii|racing|wiimote, nunchuk
RDLE5G|Wii|adventure|wiimote, nunchuk
RDLP70|Wii|action, adventure|wiimote, nunchuk
RDME6K|Wii|action, platformer|wiimote, nunchuk
RDMJ8N|Wii||wiimote, nunchuk
RDMPHZ|Wii|action|wiimote, nunchuk
RDNEA4|Wii|music, dance|dancepad, wiimote, nunchuk, classiccontroller, gamecube
RDOE41|Wii|simulation, virtual pet|wiimote, nunchuk
RDOJ41|Wii|simulation, virtual pet|wiimote, nunchuk
RDOP41|Wii|adventure|wiimote
RDOX41|Wii|adventure|wiimote
RDPE54|Wii|adventure|wiimote, nunchuk
RDPP54|Wii|action, adventure, platformer|wiimote, nunchuk
RDPX54|Wii|action, adventure, platformer|wiimote, nunchuk
RDQEGD|Wii|action, adventure|wiimote, nunchuk
RDQJGD|Wii|action, role-playing|wiimote, nunchuk
RDQPGD|Wii|action, role-playing|wiimote
RDREA4|Wii|action|wiimote, nunchuk
RDRJA4|Wii|action, adventure, platformer|wiimote, nunchuk
RDRPA4|Wii|action, adventure, platformer|wiimote, nunchuk
RDSE70|Wii|fighting|wiimote, nunchuk, classiccontroller, gamecube
RDSJAF|Wii|fighting|wiimote, nunchuk, classiccontroller, gamecube
RDSPAF|Wii|fighting|wiimote, nunchuk, classiccontroller, gamecube
RDTEAF|Wii|board game, party|wiimote, nunchuk
RDTJAF|Wii|party|wiimote, nunchuk
RDTPAF|Wii|party|wiimote, nunchuk
RDUJDQ|Wii|board game, party|wiimote, nunchuk
RDVE41|Wii|action|wiimote, nunchuk
RDVP41|Wii|action, racing|wiimote, nunchuk
RDWEG9|Wii|action|wiimote, nunchuk
RDWJG9|Wii|action|wiimote, nunchuk
RDWPG9|Wii|action, fighting, beat 'em up|wiimote, nunchuk
RDXE18|Wii|sports|wiimote, nunchuk
RDXJ18|Wii|sports|wiimote, nunchuk
RDXKA4|Wii|sports|wiimote, nunchuk
RDXP18|Wii|sports, party|wiimote, nunchuk
RDYEGN|Wii|action, platformer|wiimote, nunchuk
RDZJ01|Wii|action, rail shooter|wiimote, nunchuk
RDZP01|Wii|action, adventure, rail shooter|wiimote, nunchuk
RE3ENR|Wii|simulation, arcade, flight simulation|wiimote, nunchuk
RE4E08|Wii|action, adventure, survival horror|wiimote, nunchuk, classiccontroller, gamecube
RE4J08|Wii|action, shooter, survival horror|wiimote, nunchuk, classiccontroller, gamecube
RE4P08|Wii|action, survival horror|wiimote, nunchuk, classiccontroller, gamecube
RE5PAF|Wii|action, platformer|wiimote, nunchuk, classiccontroller, gamecube
RE6PRT|Wii|sports|wiimote, nunchuk
RE7PNK|Wii|simulation, hunting|wiimote, nunchuk, zapper
RE8J99|Wii||wiimote, nunchuk
REAE69|Wii|sports|wiimote, nunchuk
REAF69|Wii|sports, party|wiimote, nunchuk
REAP69|Wii|sports, party|wiimote, nunchuk
REBE4Z|Wii|action, platformer|wiimote, nunchuk
REBPMT|Wii|action, platformer|wiimote, nunchuk
RECE6K|Wii|action, shooter, first-person shooter|wiimote, nunchuk
REDE41|Wii|action, first-person shooter|wiimote, nunchuk
REDJ41|Wii|action, first-person shooter|wiimote, nunchuk
REDP41|Wii|action, first-person shooter|wiimote, nunchuk
REFP41|Wii|health, coaching, educational|wiimote, nunchuk
REGE36|Wii|action, arcade|wiimote, nunchuk
REGP36|Wii|racing, party|wiimote, nunchuk
REHE41|Wii|action, racing, arcade|wiimote, nunchuk, wheel
REHP41|Wii|racing|wiimote, nunchuk, wheel
REJEAF|Wii|sports|wiimote, dancepad, nunchuk
REJJAF|Wii|sports|wiimote, nunchuk
REJPAF|Wii|sports|wiimote, nunchuk, dancepad, mii
REKE41|Wii|health, fitness|wiimote, nunchuk, balanceboard
REKJ2N|Wii|sports, health, boxing, fitness|wiimote, nunchuk, balanceboard
REKP41|Wii|health, coaching, exercise, fitness|wiimote, nunchuk, balanceboard
REKU41|Wii|health, fitness|wiimote, nunchuk, balanceboard
RELEA4|Wii|action|wiimote, nunchuk
RELJA4|Wii|action|wiimote, nunchuk
RELKA4|Wii|action|wiimote, nunchuk
RELPA4|Wii|action|wiimote, nunchuk
REMJ8P|Wii|party|wiimote, nunchuk
RENE8P|Wii|action|wiimote, nunchuk
RENJ8P|Wii|action, adventure|wiimote, nunchuk
RENP8P|Wii|action, adventure|wiimote, nunchuk
REQE54|Wii|action|wiimote, nunchuk
REQP54|Wii|educational|wiimote, nunchuk
REQX54|Wii|educational|wiimote, nunchuk
REQY54|Wii|educational|wiimote, nunchuk
RESP41|Wii|health, coaching, educational|wiimote, nunchuk
RETJAF|Wii|music, rhythm|wiimote, nunchuk
REUPNK|Wii|health, coaching, exercise, fitness|wiimote, nunchuk
REVJ8P|Wii|action, adventure|wiimote, nunchuk, classiccontroller
REWFMR|Wii|simulation, virtual pet|wiimote, nunchuk
REWXMR|Wii|simulation|wiimote, nunchuk
REWYMR|Wii|simulation|wiimote, nunchuk
REXE01|Wii|racing, truck racing|wiimote, nunchuk
REXJ01|Wii|racing|wiimote, nunchuk, wheel
REXP01|Wii|racing|wiimote, nunchuk, wheel
REYE4Q|Wii|music, karaoke|wiimote, microphone, nunchuk
REYP4Q|Wii|music, karaoke|wiimote, microphone, nunchuk
REYX4Q|Wii|music, karaoke|wiimote, microphone, nunchuk
REZEJJ|Wii|board game, chess|wiimote, nunchuk, classiccontroller, gamecube
REZPKM|Wii|board game, chess, puzzle|wiimote, nunchuk, classiccontroller, gamecube
RF2E54|Wii|action, adventure|wiimote, nunchuk
RF2P54|Wii|action|wiimote, nunchuk
RF3E52|Wii|racing|wiimote, nunchuk, wheel
RF3P6M|Wii|racing|wiimote, nunchuk, wheel
RF4E36|Wii|puzzle|wiimote, nunchuk
RF4P6M|Wii|puzzle|wiimote, nunchuk
RF7J08|Wii|fighting|wiimote, nunchuk, classiccontroller, gamecube
RF8E69|Wii|sports, soccer|wiimote, nunchuk
RF8J13|Wii|sports, soccer|wiimote, nunchuk
RF8K69|Wii|sports, soccer|wiimote, nunchuk
RF8P69|Wii|sports, football|wiimote, nunchuk
RF8X69|Wii|sports, football|wiimote, nunchuk
RF8Y69|Wii|sports, football|wiimote, nunchuk
RF9E69|Wii|sports, soccer|wiimote, nunchuk, classiccontroller, gamecube
RF9J13|Wii|sports, soccer|wiimote, nunchuk, classiccontroller, gamecube
RF9K69|Wii|sports, soccer|wiimote, nunchuk, classiccontroller, gamecube
RF9P69|Wii|sports, football|wiimote, nunchuk, classiccontroller, gamecube
RF9R69|Wii|sports, football|wiimote, nunchuk
RF9X69|Wii|sports, football|wiimote, nunchuk, classiccontroller, gamecube
RF9Y69|Wii|sports, football|wiimote, nunchuk, classiccontroller, gamecube
RFAEAF|Wii|sports, racing|wiimote, dancepad, nunchuk
RFAJAF|Wii|party|wiimote, nunchuk
RFAPAF|Wii|party|wiimote, nunchuk, dancepad
RFBE01|Wii|adventure, simulation|wiimote, nunchuk
RFBJ01|Wii|adventure, simulation|wiimote, nunchuk
RFBP01|Wii|adventure, simulation, health, coaching|wiimote
RFCEGD|Wii|role-playing, action rpg|wiimote, nunchuk
RFCJGD|Wii|role-playing|wiimote, nunchuk
RFCPGD|Wii|action, role-playing|wiimote, nunchuk
RFEE01|Wii|role-playing, strategy rpg|wiimote, nunchuk, classiccontroller, gamecube
RFEJ01|Wii|role-playing, tactical rpg|wiimote, nunchuk, classiccontroller, gamecube
RFEP01|Wii|role-playing, strategy|wiimote, classiccontroller, gamecube
RFFEGD|Wii|action, role-playing|wiimote, nunchuk, nintendods
RFFJGD|Wii|action, role-playing|wiimote, nunchuk
RFFPGD|Wii|action, role-playing|wiimote, nunchuk, nintendods
RFJJAF|Wii|racing, party|wiimote, nunchuk
RFKE41|Wii|health, fitness|wiimote, nunchuk
RFKP41|Wii|health, coaching, exercise, fitness|wiimote, nunchuk
RFKX41|Wii|health, coaching, exercise, fitness|wiimote, nunchuk
RFLE69|Wii|sports|wiimote, nunchuk
RFLP69|Wii|sports|wiimote, nunchuk
RFLPWK|Wii|software|wiimote, nunchuk
RFMJAF|Wii|sports, baseball|wiimote, nunchuk
RFNE01|Wii|health, coaching, exercise, fitness|wiimote, balanceboard, mii, nunchuk
RFNJ01|Wii|health, coaching, exercise, fitness|wiimote, balanceboard, mii, nunchuk
RFNK01|Wii|health, coaching, exercise, fitness|wiimote, balanceboard, mii, nunchuk
RFNP01|Wii|health, coaching, exercise, fitness|wiimote, balanceboard, mii, nunchuk
RFNW01|Wii|sports|wiimote, balanceboard, mii, nunchuk
RFOE52|Wii|action, platformer|wiimote, nunchuk
RFOP52|Wii|action, platformer|wiimote, nunchuk
RFOX52|Wii|action, platformer|wiimote, nunchuk
RFPE01|Wii|health, coaching, exercise, fitness|wiimote, balanceboard, mii, nunchuk
RFPJ01|Wii|health, fitness|wiimote, balanceboard, mii, nunchuk
RFPK01|Wii|sports|wiimote, balanceboard, mii, nunchuk
RFPP01|Wii|health, coaching, exercise, fitness|wiimote, balanceboard, mii, nunchuk
RFPW01|Wii|health, coaching, exercise, fitness|wiimote, balanceboard, mii, nunchuk
RFQE69|Wii|sports, boxing, party|wiimote, nunchuk
RFQJ13|Wii|sports, boxing, party|wiimote, nunchuk
RFQK69|Wii|sports, boxing, party|wiimote, nunchuk
RFQP69|Wii|sports, fighting, boxing|wiimote, nunchuk
RFRE5G|Wii|compilation|wiimote, nunchuk, classiccontroller
RFRJC0|Wii|party|wiimote, nunchuk, classiccontroller
RFSEEB|Wii|role-playing, roguelike|wiimote, nunchuk, classiccontroller
RFSJ8P|Wii|role-playing|wiimote, nunchuk, classiccontroller
RFTE70|Wii|sports, football|wiimote, nunchuk
RFUJA4|Wii|board game|wiimote, nunchuk, classiccontroller, nintendods
RFVE52|Wii|action, party|wiimote, nunchuk
RFVP52|Wii|party|wiimote, nunchuk
